userId,movieId,rating
23,2360,3.5
23,2361,4.0
23,2424,3.0
23,2571,4.0
23,2617,3.5
23,2692,5.0
23,2728,4.0
23,2858,3.5
23,2918,4.0
23,2947,3.5
23,2953,3.5
23,3019,3.5
23,3089,4.5
23,3147,3.0
23,3168,4.0
23,3246,4.5
23,3307,4.0
23,3310,5.0
23,3424,4.0
23,3481,3.5
23,3559,2.0
23,3578,4.0
23,3751,4.0
23,4037,3.5
23,4282,2.0
23,4359,2.0
23,4865,3.5
23,5014,1.0
23,5015,3.5
23,5060,3.0
23,5177,4.5
23,5266,4.0
23,5304,3.5
23,5367,4.0
23,5373,3.5
23,5445,3.0
23,5446,4.0
23,5463,2.5
23,5618,3.5
23,5673,4.5
23,5679,3.5
23,5682,3.5
23,5878,4.0
23,5882,1.5
23,5902,5.0
23,5940,4.0
23,5949,4.0
23,5954,3.5
23,6162,2.5
23,6214,3.5
23,6415,1.5
23,6440,3.5
23,6620,3.5
23,6669,4.0
23,6932,4.0
23,6975,4.5
23,7042,2.5
23,7090,4.5
23,7147,4.0
23,7361,4.5
23,7371,4.5
23,7419,3.5
23,7438,3.5
23,7458,2.0
23,7569,3.5
23,8239,3.5
23,8970,4.5
23,8973,4.0
24,6,5.0
24,316,3.0
24,610,3.0
24,736,3.0
26,47,4.5
26,63,0.5
26,69,4.5
26,316,0.5
26,344,0.5
26,367,2.0
26,377,3.0
26,720,3.0
26,733,3.0
26,1089,3.5
26,1198,4.0
26,2329,4.0
26,2355,4.0
26,2542,5.0
26,2571,5.0
26,2959,4.0
26,3147,3.0
26,3481,2.5
26,3744,4.0
26,4306,4.0
26,4865,4.5
26,5418,4.0
26,5617,2.0
26,5903,2.5
26,5954,3.0
26,6870,3.0
26,7361,3.5
26,8368,3.0
26,8665,4.0
27,111,4.0
27,527,5.0
27,1343,4.0
27,1704,5.0
27,1721,3.0
27,2858,5.0
28,21,5.0
28,345,5.0
28,913,4.0
28,1079,5.0
28,1094,4.0
28,1962,3.0
28,2109,5.0
28,2571,5.0
30,2,2.0
30,11,4.0
30,14,4.0
30,16,5.0
30,47,4.0
30,60,2.0
30,110,5.0
30,111,4.0
30,158,3.0
30,161,5.0
30,208,2.0
30,209,2.0
30,253,4.0
30,344,2.0
30,377,4.0
30,410,4.0
30,445,4.0
30,527,5.0
30,534,4.0
30,538,4.0
30,647,5.0
30,733,4.0
30,736,4.0
30,750,3.0
30,765,3.0
30,767,4.0
30,782,3.0
30,913,5.0
30,928,5.0
30,954,4.0
30,971,4.0
30,1012,3.0
30,1018,3.0
30,1073,3.0
30,1078,2.0
30,1079,5.0
30,1081,4.0
30,1082,4.0
30,1086,4.0
30,1089,5.0
30,1091,1.0
30,1093,1.0
30,1094,5.0
30,1097,4.0
30,1101,4.0
30,1120,4.0
30,1126,2.0
30,1198,5.0
30,1207,5.0
30,1221,5.0
30,1228,5.0
30,1231,5.0
30,1245,4.0
30,1247,4.0
30,1265,4.0
30,1277,5.0
30,1292,5.0
30,1303,4.0
30,1307,4.0
30,1333,5.0
30,1334,4.0
30,1343,5.0
30,1352,4.0
30,1370,4.0
30,1380,4.0
30,1385,3.0
30,1388,3.0
30,1390,3.0
30,1422,4.0
30,1440,3.0
30,1461,4.0
30,1466,5.0
30,1488,4.0
30,1508,4.0
30,1552,4.0
30,1566,4.0
30,1588,2.0
30,1620,4.0
30,1682,5.0
30,1701,4.0
30,1704,5.0
30,1721,4.0
30,1726,2.0
30,1784,5.0
30,1785,4.0
30,1810,3.0
30,1962,5.0
30,1968,4.0
30,1994,4.0
30,2011,4.0
30,2012,3.0
30,2013,3.0
30,2070,4.0
30,2076,4.0
30,2078,3.0
30,2094,4.0
30,2108,4.0
30,2112,3.0
30,2118,4.0
30,2120,4.0
30,2122,2.0
30,2124,4.0
30,2126,4.0
30,2145,3.0
30,2159,2.0
30,2166,4.0
30,2231,5.0
30,2245,4.0
30,2259,3.0
30,2278,3.0
30,2296,2.0
30,2302,4.0
30,2313,4.0
30,2329,3.0
30,2355,5.0
30,2369,4.0
30,2376,4.0
30,2403,3.0
30,2412,4.0
30,2420,2.0
30,2424,4.0
30,2427,1.0
30,2505,3.0
30,2528,3.0
30,2571,3.0
30,2574,3.0
30,2577,3.0
30,2617,3.0
30,2641,4.0
30,2687,5.0
30,2757,2.0
30,2787,4.0
30,2793,3.0
30,2795,4.0
30,2819,4.0
30,2851,2.0
30,2856,4.0
30,2858,5.0
30,2875,4.0
30,2917,5.0
30,2918,5.0
30,2929,5.0
30,2947,4.0
30,2959,4.0
30,2991,4.0
30,3019,3.0
30,3038,5.0
30,3063,2.0
30,3071,4.0
30,3082,3.0
30,3104,4.0
30,3120,4.0
30,3130,3.0
30,3141,4.0
30,3147,4.0
30,3167,4.0
30,3176,4.0
30,3197,4.0
30,3219,4.0
30,3246,5.0
30,3253,4.0
30,3255,4.0
30,3257,3.0
30,3274,4.0
30,3298,5.0
30,3308,4.0
30,3354,4.0
30,3363,4.0
30,3370,4.0
30,3418,4.0
30,3421,4.0
30,3566,2.0
30,3683,5.0
30,3684,4.0
30,3712,4.0
30,3713,5.0
30,3734,4.0
30,3751,4.0
30,3873,4.0
30,4008,5.0
30,4009,4.0
30,4037,5.0
30,4039,3.0
30,4041,4.0
30,4055,4.0
30,4102,4.0
30,4262,4.0
30,4292,4.0
30,4326,5.0
30,4409,2.0
30,4410,4.0
30,4464,4.0
30,4486,4.0
30,4487,3.0
30,4498,4.0
30,4522,5.0
30,4608,4.0
30,4615,1.0
30,4733,4.0
30,4803,4.0
30,4830,4.0
30,4890,3.0
30,4951,3.0
30,5015,4.0
30,5027,3.0
30,5061,3.0
30,5064,5.0
30,5122,4.0
30,5127,3.0
30,5161,4.0
30,5193,3.0
30,5208,4.0
30,5214,3.0
30,5247,3.0
30,5297,4.0
30,5307,3.0
30,5359,4.0
30,5400,4.0
30,5445,4.0
30,5548,4.0
30,5679,1.0
30,5696,4.0
30,5703,3.0
30,5705,4.0
30,5729,3.0
30,5773,3.0
30,5846,4.0
30,5857,1.0
30,5902,4.0
30,5938,4.0
30,5940,3.0
30,5960,5.0
30,5968,4.0
30,6103,2.0
30,6115,3.0
30,6180,3.0
30,6234,3.0
30,6413,3.5
30,6440,4.0
31,111,4.5
31,527,5.0
31,1089,4.5
31,2571,4.5
31,2692,4.5
31,3911,4.0
31,5418,4.5
32,2,4.0
32,158,3.0
32,173,3.0
32,208,4.0
32,316,3.0
32,344,4.0
32,367,4.0
32,410,3.0
33,344,4.0
33,377,2.0
33,1060,4.0
33,1091,4.0
33,1120,4.0
33,1359,3.0
33,1967,2.0
33,1974,3.0
33,1994,5.0
33,2060,3.0
33,2107,2.0
33,2170,2.0
33,2617,2.0
33,2706,3.0
33,2787,4.0
33,2793,2.0
33,2795,4.0
33,2891,1.0
33,2917,4.0
33,2918,4.0
33,2959,4.0
33,3273,2.0
33,3298,4.0
33,3481,3.0
33,3552,3.0
33,3566,2.0
33,3752,2.0
33,3794,4.0
33,3858,3.0
33,3911,5.0
33,4017,4.0
33,4214,4.0
33,4340,4.0
33,4388,2.0
33,4483,5.0
33,4622,3.0
33,4890,4.0
33,4974,3.0
33,5074,4.0
33,5673,5.0
34,6,3.0
34,21,4.0
34,47,5.0
34,110,4.0
34,253,4.0
34,293,4.0
34,316,4.0
34,377,3.0
34,527,4.0
34,599,3.0
34,610,4.0
34,724,4.0
34,750,4.0
34,913,5.0
34,1089,4.0
34,1090,4.0
34,1092,4.0
34,1120,3.0
34,1179,1.0
34,1198,4.0
34,1204,5.0
34,1207,5.0
34,1221,4.0
34,1231,4.0
34,1240,5.0
34,1247,5.0
34,1262,4.0
34,1299,4.0
34,1464,1.0
34,1952,2.0
34,1954,3.0
34,2076,5.0
34,2288,5.0
34,2528,3.0
34,2571,5.0
34,2793,3.0
34,2858,4.0
34,2921,4.0
34,3032,4.0
34,3168,4.0
34,3196,5.0
34,3418,3.0
34,3527,4.0
34,3706,4.0
34,3727,4.0
34,5060,3.0
35,24,2.5
35,230,1.5
35,724,2.0
35,1188,0.5
35,1231,1.5
35,1249,2.5
35,2278,4.0
36,6,3.0
36,16,3.0
36,111,4.0
36,147,3.0
36,242,4.0
36,248,2.0
36,253,4.0
36,256,3.0
36,293,5.0
36,312,3.0
36,527,5.0
36,540,3.0
36,551,3.0
36,586,2.0
36,720,4.0
37,1307,5.0
37,2085,4.0
37,2273,3.0
37,2858,4.0
37,3481,4.0
37,3538,4.0
37,3751,3.0
37,4054,3.0
38,110,4.0
38,293,4.5
38,367,3.0
38,527,4.5
38,1078,4.5
38,1080,4.0
38,1136,4.0
38,1221,4.5
38,1682,4.0
38,1704,3.5
38,2131,4.5
38,2959,4.0
38,3578,4.5
38,5418,4.5
38,7089,5.0
38,7936,4.5
38,8239,4.5
39,6,4.0
39,10,5.0
39,47,4.0
39,69,3.0
39,253,4.0
39,316,4.0
39,330,2.0
39,743,4.0
40,1136,5.0
40,1198,4.5
40,2959,4.0
40,7361,4.5
41,110,4.0
41,130,4.5
41,172,3.5
41,173,4.0
41,208,4.0
41,253,4.0
41,316,3.5
41,377,4.5
41,435,4.0
41,610,3.0
41,736,4.0
41,748,3.5
41,1073,4.0
41,1077,4.0
41,1097,4.0
41,1127,3.5
41,1545,4.5
41,1552,3.5
41,1591,4.0
41,1772,4.0
41,1876,3.5
41,2011,4.0
41,2012,3.5
41,2322,3.5
41,2528,4.0
41,2536,2.5
41,2600,3.5
41,2641,3.5
41,2808,4.0
41,2858,4.5
41,2918,4.0
41,2950,4.0
41,3253,3.0
41,3300,4.0
41,3354,3.5
41,3699,3.5
41,3937,3.0
41,3986,3.5
41,4039,4.0
41,4306,4.0
41,4443,3.5
41,4553,4.5
41,5445,4.0
41,5463,3.5
41,5490,3.5
41,5518,4.5
41,5618,4.0
41,5705,4.0
41,5903,4.5
41,6157,4.0
41,6951,4.0
41,7001,4.0
41,7060,4.5
42,110,4.0
42,527,4.5
42,733,3.5
42,1097,5.0
42,1198,5.0
42,1721,4.0
42,8636,4.0
43,527,5.0
43,585,2.0
43,1380,3.0
43,1476,4.0
43,1544,2.0
43,1673,3.0
43,1726,1.0
43,1968,3.0
43,2109,3.0
43,2390,3.0
43,2447,3.0
43,2706,4.0
43,2836,3.0
43,3254,2.0
43,3255,3.0
43,3481,2.0
43,3712,2.0
44,3,5.0
44,6,3.0
44,733,4.0
44,736,4.0
44,786,3.0
45,520,3.5
45,1333,4.5
45,2692,4.5
45,3307,4.5
45,4235,4.0
45,5878,4.0
46,1359,4.5
47,161,5.0
47,173,5.0
47,316,5.0
47,344,3.0
47,410,3.0
48,110,4.0
48,111,3.0
48,293,5.0
48,344,3.5
48,741,4.0
48,1127,3.5
48,1185,4.0
48,1544,3.5
48,1591,3.0
48,1682,3.5
48,1721,4.0
48,1784,4.5
48,2288,3.5
48,2324,4.5
48,2355,3.5
48,2542,3.5
48,2571,4.5
48,2617,3.5
48,2692,3.0
48,2706,3.5
48,2722,2.5
48,2840,3.0
48,2959,5.0
48,3147,4.0
48,3527,3.0
48,3578,5.0
48,3717,3.0
48,3751,3.0
48,4306,4.0
48,5679,3.5
48,5902,4.0
48,5903,3.5
48,6214,3.5
48,6291,3.0
48,6373,4.0
48,6377,4.0
48,7147,3.5
48,7235,3.0
48,7254,4.0
48,7361,4.5
48,8636,4.0
48,8907,2.5
49,2,5.0
49,161,4.0
49,173,2.0
49,733,3.0
49,750,4.0
49,1073,5.0
49,1085,5.0
49,1127,4.0
49,1198,5.0
49,1242,4.0
49,1262,5.0
49,1272,5.0
49,2013,1.0
49,2094,2.0
49,2471,4.0
49,2537,1.0
49,2815,1.0
49,3196,4.0
49,3269,2.0
49,3628,4.0
49,4042,3.0
49,5060,4.0
50,10,4.0
50,21,3.0
50,47,3.0
50,161,4.0
50,253,3.0
50,316,3.0
50,344,2.0
50,377,3.0
50,786,3.0
51,913,4.0
51,1959,4.0
51,1968,4.0
51,2369,3.0
51,2683,4.0
51,2722,5.0
51,2761,5.0
51,2840,3.0
51,3219,5.0
52,461,3.5
52,1969,0.5
52,2408,0.5
52,2806,1.0
52,2858,4.5
52,3255,4.0
52,3967,5.0
52,3987,1.0
52,6370,4.5
52,6776,3.5
52,8368,5.0
53,111,4.0
53,238,1.0
53,1370,3.0
53,1772,4.0
53,2412,1.0
53,2761,1.0
53,2840,2.0
54,1333,2.0
54,1680,4.0
54,2471,2.5
54,2991,3.5
54,6378,4.5
54,8533,4.5
54,8665,4.5
55,6,5.0
55,65,5.0
55,79,3.0
55,376,4.0
55,719,4.0
55,733,4.0
55,736,3.0
55,737,3.0
55,786,4.0
55,1073,3.0
56,10,4.0
56,16,4.0
56,47,4.0
56,111,4.0
56,147,2.0
56,342,2.0
56,527,4.0
56,529,4.0
56,1073,4.0
56,1089,4.0
56,1094,2.0
56,1097,4.0
56,1120,2.0
56,1136,4.0
56,1207,5.0
56,1209,5.0
56,1228,4.0
56,1240,2.0
56,1247,2.0
